OBJECTID,NUMERO_MUE,TIPO_MUEST,SYMBOL,Ag_ppm,Al_porcien,As_ppm,Au_ppb,Ba_ppm,Be_ppm,Bi_ppm,Br_ppm,Ca_porcien,Cd_ppm,Ce_ppm,Co_ppm,Cr_ppm,Cs_ppm,Cu_ppm,Eu_ppm,Fe_porcien,Ga_ppm,Ge_ppm,Hf_ppm,Hg_ppm,In_ppm,Ir_ppb,K_porcient,La_ppm,Li_ppm,Lu_ppm,Mg_porcien,Mn_ppm,Mo_ppm,Nb_ppm,Nd_ppm,Ni_ppm,P_ppm,Pb_ppm,Rb_ppm,S_porcient,Sb_ppm,Sc_ppm,Se_ppm,Sm_ppm,Sn_ppm,Ta_ppm,Tb_ppm,Te_ppm,Th_ppm,Ti_porcien,TI_ppm,U_ppm,V_ppm,W_ppm,Y_ppm,Yb_ppm,Zn_ppm,Zr_ppm,FRACCION,Na_porcien,REFERENCIA,METODO,Sr_ppm,latDD,lonDD,rng unidad,rng unid_1
"113",4001PPC,"85001",,-0.20000,9.07000,4.20000,13.00000,572.00000,-1.00000,12.00000,10.20000,4.65000,0.70000,20.00000,25.00000,59.00000,1.00000,47.00000,1.00000,6.13000,0.00000,0.00000,2.00000,1.00000,0.00000,7.00000,0.65000,0.85000,0.00000,0.10000,2.31000,1200.00000,6.00000,0.00000,15.00000,13.00000,900.00000,8.00000,191.00000,0.00000,0.20000,21.70000,-3.00000,5.40000,-10.00000,-0.50000,0.50000,0.00000,2.10000,0.73000,0.00000,3.40000,240.00000,2.00000,18.00000,1.20000,105.00000,0.00000,"85053",1.866,"Contribución Técnica N° 14. Datos geoquímicos multielemento y ubicación de sitios de muestreo de sedimentos de corriente, Plan Patagonia Comahue Geológico Minero y CGRA, Hoja 4172-IV San C. de Bariloche, Provincias de Río Negro y del Neuquén, R.","85104",346.00000,-41.344538538999984,-71.886116212999980,"14",Volcanismo basáltico intracratónico (T vic B)
"114",4002PPC,"85001",,-0.20000,8.83000,4.10000,22.00000,343.00000,-1.00000,-5.00000,10.80000,4.86000,1.50000,25.00000,25.00000,82.00000,-1.00000,53.20000,1.00000,5.71000,0.00000,0.00000,2.00000,5.00000,0.00000,-5.00000,0.80000,-0.05000,0.00000,0.20000,2.74000,1160.00000,6.00000,0.00000,18.00000,32.00000,800.00000,6.00000,155.00000,0.00000,0.10000,20.50000,-3.00000,5.40000,-10.00000,-0.50000,-0.50000,0.00000,2.70000,0.65000,0.00000,1.60000,223.00000,2.00000,18.10000,1.70000,100.00000,0.00000,"85053",2.767,"Contribución Técnica N° 14. Datos geoquímicos multielemento y ubicación de sitios de muestreo de sedimentos de corriente, Plan Patagonia Comahue Geológico Minero y CGRA, Hoja 4172-IV San C. de Bariloche, Provincias de Río Negro y del Neuquén, R.","85104",371.00000,-41.347107461999933,-71.880042157999981,"14",Volcanismo basáltico intracratónico (T vic B)
"115",4003PPC,"85001",,-0.20000,9.11000,3.40000,11.00000,398.00000,-1.00000,9.00000,5.70000,4.89000,0.80000,23.00000,26.00000,77.00000,1.00000,49.20000,1.50000,5.69000,0.00000,0.00000,3.00000,-1.00000,0.00000,-5.00000,0.84000,-0.05000,0.00000,0.20000,2.80000,1100.00000,5.00000,0.00000,6.00000,30.00000,650.00000,5.00000,128.00000,0.00000,0.20000,20.20000,-3.00000,4.80000,-10.00000,0.80000,-0.50000,0.00000,2.90000,0.63000,0.00000,-0.50000,209.00000,2.00000,17.20000,1.20000,92.80000,0.00000,"85053",1.952,"Contribución Técnica N° 14. Datos geoquímicos multielemento y ubicación de sitios de muestreo de sedimentos de corriente, Plan Patagonia Comahue Geológico Minero y CGRA, Hoja 4172-IV San C. de Bariloche, Provincias de Río Negro y del Neuquén, R.","85104",379.00000,-41.348145560999967,-71.874102006999976,"14",Volcanismo basáltico intracratónico (T vic B)
"116",4005PPC,"85001",,-0.20000,9.34000,3.20000,5.00000,535.00000,-1.00000,55.00000,6.50000,5.01000,0.50000,25.00000,31.00000,82.00000,2.00000,42.60000,1.30000,7.57000,0.00000,0.00000,-1.00000,6.00000,0.00000,9.00000,0.87000,12.60000,0.00000,0.30000,2.82000,1160.00000,-1.00000,0.00000,29.00000,35.00000,650.00000,-2.00000,70.00000,0.00000,0.20000,29.00000,-3.00000,3.20000,-10.00000,0.60000,1.80000,0.00000,-0.20000,0.70000,0.00000,1.10000,203.00000,4.00000,16.70000,1.90000,94.90000,0.00000,"85053",2.203,"Contribución Técnica N° 14. Datos geoquímicos multielemento y ubicación de sitios de muestreo de sedimentos de corriente, Plan Patagonia Comahue Geológico Minero y CGRA, Hoja 4172-IV San C. de Bariloche, Provincias de Río Negro y del Neuquén, R.","85104",389.00000,-41.353846755999939,-71.860050687999944,"14",Volcanismo basáltico intracratónico (T vic B)
"121",4012PPC,"85001",,-0.20000,8.75000,4.50000,10.00000,660.00000,-1.00000,-5.00000,6.60000,4.63000,1.60000,20.00000,-1.00000,85.00000,2.00000,51.80000,-0.20000,-0.01000,0.00000,0.00000,2.00000,3.00000,0.00000,13.00000,0.80000,12.80000,0.00000,-0.05000,2.71000,1030.00000,6.00000,0.00000,-5.00000,37.00000,650.00000,7.00000,15.00000,0.00000,0.30000,19.10000,-3.00000,5.10000,-10.00000,-0.50000,-0.50000,0.00000,3.50000,0.58000,0.00000,1.60000,189.00000,2.00000,15.90000,1.10000,82.80000,0.00000,"85053",1.797,"Contribución Técnica N° 14. Datos geoquímicos multielemento y ubicación de sitios de muestreo de sedimentos de corriente, Plan Patagonia Comahue Geológico Minero y CGRA, Hoja 4172-IV San C. de Bariloche, Provincias de Río Negro y del Neuquén, R.","85104",383.00000,-41.366266201999963,-71.878740118999985,"14",Volcanismo basáltico intracratónico (T vic B)
"122",4013PPC,"85001",,-0.20000,8.82000,2.40000,22.00000,365.00000,-1.00000,27.00000,4.90000,4.96000,0.90000,22.00000,30.00000,95.00000,1.00000,52.10000,1.00000,6.22000,0.00000,0.00000,1.00000,4.00000,0.00000,-5.00000,0.82000,15.60000,0.00000,0.10000,3.03000,1150.00000,6.00000,0.00000,11.00000,40.00000,650.00000,7.00000,75.00000,0.00000,0.20000,20.80000,-3.00000,5.10000,-10.00000,-0.50000,0.50000,0.00000,-0.20000,0.67000,0.00000,3.80000,236.00000,3.00000,15.80000,1.70000,99.30000,0.00000,"85053",2.676,"Contribución Técnica N° 14. Datos geoquímicos multielemento y ubicación de sitios de muestreo de sedimentos de corriente, Plan Patagonia Comahue Geológico Minero y CGRA, Hoja 4172-IV San C. de Bariloche, Provincias de Río Negro y del Neuquén, R.","85104",388.00000,-41.366827304999958,-71.873050116999934,"14",Volcanismo basáltico intracratónico (T vic B)
"123",4014PPC,"85001",,-0.20000,9.40000,2.40000,20.00000,542.00000,-1.00000,-5.00000,3.90000,5.33000,-0.50000,24.00000,29.00000,92.00000,-1.00000,50.80000,-0.20000,-0.01000,0.00000,0.00000,3.00000,5.00000,0.00000,-5.00000,0.85000,-0.05000,0.00000,0.10000,3.23000,1160.00000,6.00000,0.00000,6.00000,43.00000,600.00000,8.00000,199.00000,0.00000,-0.10000,20.50000,-3.00000,5.10000,-10.00000,0.60000,-0.50000,0.00000,3.90000,0.65000,0.00000,2.60000,234.00000,1.00000,16.20000,1.00000,98.70000,0.00000,"85053",1.905,"Contribución Técnica N° 14. Datos geoquímicos multielemento y ubicación de sitios de muestreo de sedimentos de corriente, Plan Patagonia Comahue Geológico Minero y CGRA, Hoja 4172-IV San C. de Bariloche, Provincias de Río Negro y del Neuquén, R.","85104",408.00000,-41.368352394999931,-71.868111027999987,"14",Volcanismo basáltico intracratónico (T vic B)
"124",4015PPC,"85001",,-0.20000,9.04000,3.20000,12.00000,337.00000,-1.00000,16.00000,5.40000,5.05000,0.60000,25.00000,27.00000,89.00000,3.00000,42.90000,0.80000,7.53000,0.00000,0.00000,3.00000,-1.00000,0.00000,10.00000,0.76000,13.50000,0.00000,0.44000,3.05000,1130.00000,-1.00000,0.00000,19.00000,43.00000,600.00000,-2.00000,21.00000,0.00000,0.30000,26.10000,-3.00000,2.90000,-10.00000,0.90000,1.20000,0.00000,5.20000,0.78000,0.00000,2.30000,264.00000,2.00000,17.40000,1.70000,99.00000,0.00000,"85053",1.888,"Contribución Técnica N° 14. Datos geoquímicos multielemento y ubicación de sitios de muestreo de sedimentos de corriente, Plan Patagonia Comahue Geológico Minero y CGRA, Hoja 4172-IV San C. de Bariloche, Provincias de Río Negro y del Neuquén, R.","85104",372.00000,-41.371580186999950,-71.864184100999978,"14",Volcanismo basáltico intracratónico (T vic B)
"125",4016PPC,"85001",,-0.20000,9.57000,6.80000,5.00000,628.00000,-1.00000,8.00000,27.50000,3.83000,0.50000,21.00000,20.00000,64.00000,2.00000,50.60000,1.20000,6.10000,0.00000,0.00000,3.00000,3.00000,0.00000,30.00000,0.60000,12.10000,0.00000,0.77000,1.98000,848.00000,2.00000,0.00000,37.00000,21.00000,800.00000,-2.00000,65.00000,0.00000,0.70000,29.40000,-3.00000,4.00000,-10.00000,1.60000,1.70000,0.00000,4.20000,0.74000,0.00000,5.00000,239.00000,-1.00000,21.20000,2.40000,81.10000,0.00000,"85053",1.998,"Contribución Técnica N° 14. Datos geoquímicos multielemento y ubicación de sitios de muestreo de sedimentos de corriente, Plan Patagonia Comahue Geológico Minero y CGRA, Hoja 4172-IV San C. de Bariloche, Provincias de Río Negro y del Neuquén, R.","85104",264.00000,-41.375681366999970,-71.860386400999971,"14",Volcanismo basáltico intracratónico (T vic B)
"134",4034PPC,"85001",,-0.20000,9.46000,3.20000,-2.00000,560.00000,-1.00000,24.00000,7.20000,5.19000,-0.50000,-3.00000,23.00000,58.00000,1.00000,48.70000,1.10000,6.04000,0.00000,0.00000,3.00000,6.00000,0.00000,48.00000,0.64000,9.50000,0.00000,0.50000,3.00000,1180.00000,-1.00000,0.00000,35.00000,31.00000,750.00000,-2.00000,98.00000,0.00000,-0.10000,24.70000,-3.00000,2.80000,-10.00000,0.70000,2.00000,0.00000,2.60000,0.72000,0.00000,0.70000,218.00000,3.00000,17.20000,-0.20000,97.80000,0.00000,"85053",1.874,"Contribución Técnica N° 14. Datos geoquímicos multielemento y ubicación de sitios de muestreo de sedimentos de corriente, Plan Patagonia Comahue Geológico Minero y CGRA, Hoja 4172-IV San C. de Bariloche, Provincias de Río Negro y del Neuquén, R.","85104",372.00000,-41.341706937999959,-71.825179492999951,"14",Volcanismo basáltico intracratónico (T vic B)
"135",4035PPC,"85001",,-0.20000,8.48000,2.90000,11.00000,131.00000,-1.00000,11.00000,4.10000,4.86000,1.00000,21.00000,36.00000,95.00000,2.00000,51.30000,1.30000,7.93000,0.00000,0.00000,2.00000,4.00000,0.00000,10.00000,0.61000,-0.05000,0.00000,0.10000,3.39000,1300.00000,7.00000,0.00000,12.00000,30.00000,700.00000,8.00000,16.00000,0.00000,0.10000,24.70000,4.00000,5.10000,-10.00000,-0.50000,-0.50000,0.00000,1.70000,0.89000,0.00000,2.20000,313.00000,1.00000,17.10000,1.40000,116.00000,0.00000,"85053",1.799,"Contribución Técnica N° 14. Datos geoquímicos multielemento y ubicación de sitios de muestreo de sedimentos de corriente, Plan Patagonia Comahue Geológico Minero y CGRA, Hoja 4172-IV San C. de Bariloche, Provincias de Río Negro y del Neuquén, R.","85104",350.00000,-41.338289234999934,-71.833790021999960,"14",Volcanismo basáltico intracratónico (T vic B)
"182",4126PPC,"85001",,-0.20000,9.56000,4.10000,15.00000,416.00000,-1.00000,18.00000,5.20000,4.84000,-0.50000,40.00000,1.00000,60.00000,2.00000,45.40000,0.60000,5.70000,0.00000,0.00000,4.00000,1.00000,0.00000,8.00000,0.87000,-0.05000,0.00000,0.30000,2.36000,1260.00000,-1.00000,0.00000,-5.00000,24.00000,850.00000,-2.00000,99.00000,0.00000,0.30000,28.30000,-3.00000,0.40000,-10.00000,-0.50000,0.70000,0.00000,-0.20000,0.76000,0.00000,1.70000,203.00000,2.00000,20.50000,1.60000,95.90000,0.00000,"85053",2.208,"Contribución Técnica N° 14. Datos geoquímicos multielemento y ubicación de sitios de muestreo de sedimentos de corriente, Plan Patagonia Comahue Geológico Minero y CGRA, Hoja 4172-IV San C. de Bariloche, Provincias de Río Negro y del Neuquén, R.","85104",375.00000,-41.280500645999950,-71.761175913999978,"14",Volcanismo basáltico intracratónico (T vic B)
"209",4197PPC,"85001",,-0.20000,9.26000,13.30000,4.00000,299.00000,-1.00000,11.00000,3.60000,4.99000,-0.50000,33.00000,26.00000,38.00000,3.00000,63.70000,0.80000,5.44000,0.00000,0.00000,6.00000,-1.00000,0.00000,-5.00000,1.34000,17.80000,0.00000,-0.05000,2.12000,1110.00000,-1.00000,0.00000,22.00000,19.00000,1100.00000,-2.00000,46.00000,0.00000,-0.10000,22.60000,-3.00000,5.30000,-10.00000,-0.50000,0.60000,0.00000,5.00000,0.78000,0.00000,2.30000,173.00000,21.00000,27.60000,2.50000,85.00000,0.00000,"85053",2.410,"Contribución Técnica N° 14. Datos geoquímicos multielemento y ubicación de sitios de muestreo de sedimentos de corriente, Plan Patagonia Comahue Geológico Minero y CGRA, Hoja 4172-IV San C. de Bariloche, Provincias de Río Negro y del Neuquén, R.","85104",400.00000,-41.211754432999953,-71.778774525999950,"14",Volcanismo basáltico intracratónico (T vic B)
"210",4203PPC,"85001",,-0.20000,9.05000,4.20000,20.00000,-50.00000,-1.00000,37.00000,3.50000,4.99000,0.70000,37.00000,-1.00000,-5.00000,3.00000,62.40000,1.10000,6.45000,0.00000,0.00000,5.00000,2.00000,0.00000,-5.00000,1.30000,19.50000,0.00000,0.40000,2.42000,1220.00000,-1.00000,0.00000,19.00000,25.00000,1150.00000,-2.00000,45.00000,0.00000,-0.10000,24.10000,-3.00000,5.30000,-10.00000,-0.50000,-0.50000,0.00000,5.40000,0.90000,0.00000,3.20000,210.00000,19.00000,27.30000,2.90000,96.10000,0.00000,"85053",2.485,"Contribución Técnica N° 14. Datos geoquímicos multielemento y ubicación de sitios de muestreo de sedimentos de corriente, Plan Patagonia Comahue Geológico Minero y CGRA, Hoja 4172-IV San C. de Bariloche, Provincias de Río Negro y del Neuquén, R.","85104",388.00000,-41.199220068999978,-71.803171438999982,"14",Volcanismo basáltico intracratónico (T vic B)
"218",4230PPC,"85001",,-0.20000,8.52000,11.20000,-2.00000,281.00000,-1.00000,36.00000,4.80000,4.25000,0.70000,34.00000,21.00000,-5.00000,2.00000,49.20000,0.60000,5.77000,0.00000,0.00000,5.00000,1.00000,0.00000,8.00000,1.29000,19.70000,0.00000,0.40000,1.71000,1060.00000,7.00000,0.00000,28.00000,52.00000,950.00000,3.00000,47.00000,0.00000,0.20000,20.70000,-3.00000,3.30000,-10.00000,-0.50000,-0.50000,0.00000,4.60000,0.79000,0.00000,-0.50000,197.00000,29.00000,22.40000,0.60000,82.00000,0.00000,"85053",2.356,"Contribución Técnica N° 14. Datos geoquímicos multielemento y ubicación de sitios de muestreo de sedimentos de corriente, Plan Patagonia Comahue Geológico Minero y CGRA, Hoja 4172-IV San C. de Bariloche, Provincias de Río Negro y del Neuquén, R.","85104",382.00000,-41.221536879999974,-71.811428264999961,"14",Volcanismo basáltico intracratónico (T vic B)
"228",4252PPC,"85001",,-0.20000,6.88000,2.80000,25.00000,-50.00000,-1.00000,47.00000,3.90000,4.10000,0.60000,32.00000,61.00000,78.00000,3.00000,41.20000,-0.20000,15.80000,0.00000,0.00000,4.00000,3.00000,0.00000,14.00000,0.71000,12.40000,0.00000,0.20000,5.28000,2050.00000,-1.00000,0.00000,22.00000,123.00000,650.00000,4.00000,25.00000,0.00000,0.20000,24.80000,-3.00000,3.40000,-10.00000,-0.50000,0.80000,0.00000,1.80000,1.03000,0.00000,3.10000,349.00000,15.00000,18.00000,2.00000,195.00000,0.00000,"85053",1.496,"Contribución Técnica N° 14. Datos geoquímicos multielemento y ubicación de sitios de muestreo de sedimentos de corriente, Plan Patagonia Comahue Geológico Minero y CGRA, Hoja 4172-IV San C. de Bariloche, Provincias de Río Negro y del Neuquén, R.","85104",290.00000,-41.298901991999969,-71.818978012999935,"14",Volcanismo basáltico intracratónico (T vic B)
"229",4253PPC,"85001",,-0.20000,9.47000,34.90000,79.00000,640.00000,-1.00000,-5.00000,-0.50000,5.64000,0.50000,69.00000,40.00000,110.00000,8.00000,60.30000,0.50000,6.87000,0.00000,0.00000,3.00000,4.00000,0.00000,41.00000,0.60000,-0.05000,0.00000,0.50000,3.16000,1160.00000,-1.00000,0.00000,51.00000,41.00000,650.00000,4.00000,105.00000,0.00000,-0.10000,27.10000,3.00000,-0.10000,-10.00000,-0.50000,-0.50000,0.00000,6.10000,0.75000,0.00000,9.20000,268.00000,13.00000,15.50000,2.20000,88.60000,0.00000,"85053",2.150,"Contribución Técnica N° 14. Datos geoquímicos multielemento y ubicación de sitios de muestreo de sedimentos de corriente, Plan Patagonia Comahue Geológico Minero y CGRA, Hoja 4172-IV San C. de Bariloche, Provincias de Río Negro y del Neuquén, R.","85104",395.00000,-41.307296252999947,-71.826537151999958,"14",Volcanismo basáltico intracratónico (T vic B)
"230",4258PPC,"85001",,-0.20000,8.81000,7.80000,30.00000,322.00000,-1.00000,6.00000,8.20000,5.28000,-0.50000,19.00000,36.00000,110.00000,2.00000,56.10000,0.50000,7.75000,0.00000,0.00000,2.00000,3.00000,0.00000,-5.00000,0.56000,9.90000,0.00000,0.10000,3.11000,1230.00000,-1.00000,0.00000,13.00000,41.00000,600.00000,-2.00000,27.00000,0.00000,0.60000,25.10000,-3.00000,2.80000,-10.00000,-0.50000,-0.50000,0.00000,3.00000,0.91000,0.00000,1.90000,368.00000,25.00000,14.50000,1.70000,104.00000,0.00000,"85053",1.854,"Contribución Técnica N° 14. Datos geoquímicos multielemento y ubicación de sitios de muestreo de sedimentos de corriente, Plan Patagonia Comahue Geológico Minero y CGRA, Hoja 4172-IV San C. de Bariloche, Provincias de Río Negro y del Neuquén, R.","85104",364.00000,-41.302659761999962,-71.845880089999980,"14",Volcanismo basáltico intracratónico (T vic B)
"231",4260PPC,"85001",,-0.20000,9.85000,9.90000,-2.00000,131.00000,-1.00000,50.00000,7.00000,5.48000,0.70000,12.00000,4.00000,70.00000,4.00000,59.00000,0.70000,6.00000,0.00000,0.00000,3.00000,-1.00000,0.00000,-5.00000,0.63000,8.60000,0.00000,0.40000,2.84000,1170.00000,-1.00000,0.00000,-5.00000,28.00000,850.00000,-2.00000,46.00000,0.00000,-0.10000,24.40000,-3.00000,2.90000,-10.00000,-0.50000,0.60000,0.00000,2.70000,0.66000,0.00000,3.20000,219.00000,28.00000,17.20000,2.10000,85.90000,0.00000,"85053",1.945,"Contribución Técnica N° 14. Datos geoquímicos multielemento y ubicación de sitios de muestreo de sedimentos de corriente, Plan Patagonia Comahue Geológico Minero y CGRA, Hoja 4172-IV San C. de Bariloche, Provincias de Río Negro y del Neuquén, R.","85104",366.00000,-41.316807871999970,-71.811595816999954,"14",Volcanismo basáltico intracratónico (T vic B)
"1867",4324PPC,"85002",,-0.20000,8.75000,3.90000,-2.00000,405.00000,-1.00000,-5.00000,8.50000,3.59000,0.90000,31.00000,18.00000,27.00000,4.00000,36.90000,0.80000,4.70000,0.00000,0.00000,4.00000,-1.00000,0.00000,-5.00000,1.15000,19.20000,0.00000,0.50000,1.40000,954.00000,3.00000,0.00000,-5.00000,11.00000,850.00000,10.00000,53.00000,0.00000,0.40000,18.70000,-3.00000,5.10000,-10.00000,-0.50000,0.70000,0.00000,3.50000,0.65000,0.00000,-0.50000,157.00000,6.00000,24.40000,4.20000,89.00000,0.00000,"85053",1.836,"Contribución Técnica N° 16. Datos geoquímicos multielemento y ubicación de sitios de muestreo de sedimentos de corriente, Plan Patagonia Comahue Geológico Minero, Hoja 4169-III Ingeniero Jacobacci, Provincia de Río Negro, República Argentina. 199","85104",295.00000,-41.349467557999958,-70.065492849999941,"14",Volcanismo basáltico intracratónico (T vic B)
"2401",SCB273,"85001",,-0.20000,7.38000,3.30000,7.00000,292.00000,-1.00000,31.00000,11.90000,4.45000,0.80000,29.00000,16.00000,77.00000,-1.00000,25.40000,0.60000,6.09000,0.00000,0.00000,5.00000,6.00000,0.00000,14.00000,1.05000,19.20000,0.00000,0.45000,1.66000,849.00000,4.00000,0.00000,16.00000,18.00000,650.00000,10.00000,83.00000,0.00000,0.30000,19.20000,-3.00000,8.80000,-10.00000,0.70000,-0.50000,0.00000,3.90000,0.86000,0.00000,1.20000,213.00000,4.00000,18.30000,1.20000,93.20000,0.00000,"85053",1.965,"Contribución Técnica N° 16. Datos geoquímicos multielemento y ubicación de sitios de muestreo de sedimentos de corriente, Plan Patagonia Comahue Geológico Minero, Hoja 4169-III Ingeniero Jacobacci, Provincia de Río Negro, República Argentina. 199","85104",412.00000,-41.765872329999979,-69.230045143999973,"14",Volcanismo basáltico intracratónico (T vic B)
"513",SCB3,"85001",,-0.20000,7.05000,4.80000,3.00000,408.00000,-1.00000,12.00000,1.20000,2.76000,1.20000,75.00000,20.00000,85.00000,2.00000,14.60000,1.30000,8.37000,0.00000,0.00000,13.00000,3.00000,0.00000,-5.00000,1.26000,36.10000,0.00000,0.45000,1.59000,997.00000,4.00000,0.00000,11.00000,40.00000,600.00000,18.00000,62.00000,0.00000,0.40000,22.50000,8.00000,5.50000,-10.00000,-0.50000,-0.50000,0.00000,12.10000,0.86000,0.00000,-0.50000,284.00000,2.00000,21.70000,0.80000,85.50000,0.00000,"85053",2.413,"Contribución Técnica N° 14. Datos geoquímicos multielemento y ubicación de sitios de muestreo de sedimentos de corriente, Plan Patagonia Comahue Geológico Minero y CGRA, Hoja 4172-IV San C. de Bariloche, Provincias de Río Negro y del Neuquén, R.","85104",256.00000,-41.939201928999978,-71.535832746999972,,
"558",SCB64,"85001",,-0.20000,7.64000,8.00000,-2.00000,198.00000,-1.00000,-5.00000,2.10000,4.21000,1.50000,49.00000,32.00000,152.00000,-1.00000,37.70000,1.30000,7.39000,0.00000,0.00000,7.00000,2.00000,0.00000,14.00000,0.65000,21.30000,0.00000,0.59000,2.81000,1330.00000,6.00000,0.00000,38.00000,54.00000,950.00000,17.00000,44.00000,0.00000,0.40000,31.70000,6.00000,5.80000,-10.00000,-0.50000,2.20000,0.00000,1.20000,1.45000,0.00000,5.10000,309.00000,6.00000,25.80000,2.30000,108.00000,0.00000,"85053",1.885,"Contribución Técnica N° 14. Datos geoquímicos multielemento y ubicación de sitios de muestreo de sedimentos de corriente, Plan Patagonia Comahue Geológico Minero y CGRA, Hoja 4172-IV San C. de Bariloche, Provincias de Río Negro y del Neuquén, R.","85104",250.00000,-41.960277497999982,-71.173778775999949,,
"559",SCB65,"85001",,-0.20000,7.61000,-0.50000,3.00000,73.00000,-1.00000,-5.00000,0.60000,3.50000,1.00000,43.00000,26.00000,64.00000,2.00000,13.70000,0.80000,6.29000,0.00000,0.00000,6.00000,3.00000,0.00000,12.00000,0.90000,21.80000,0.00000,0.38000,2.89000,1260.00000,5.00000,0.00000,23.00000,22.00000,400.00000,13.00000,51.00000,0.00000,-0.10000,24.80000,4.00000,3.90000,-10.00000,0.80000,-0.50000,0.00000,7.60000,0.91000,0.00000,2.60000,248.00000,5.00000,16.70000,1.30000,100.00000,0.00000,"85053",1.863,"Contribución Técnica N° 14. Datos geoquímicos multielemento y ubicación de sitios de muestreo de sedimentos de corriente, Plan Patagonia Comahue Geológico Minero y CGRA, Hoja 4172-IV San C. de Bariloche, Provincias de Río Negro y del Neuquén, R.","85104",259.00000,-41.962232533999952,-71.159098095999980,,
"561",SCB67,"85001",,-0.20000,7.07000,1.70000,-2.00000,536.00000,-1.00000,-5.00000,-0.50000,3.12000,-0.50000,60.00000,29.00000,80.00000,-1.00000,21.90000,-0.20000,8.34000,0.00000,0.00000,4.00000,1.00000,0.00000,-5.00000,1.21000,29.70000,0.00000,0.52000,2.77000,1440.00000,8.00000,0.00000,23.00000,29.00000,700.00000,31.00000,45.00000,0.00000,0.40000,25.70000,3.00000,4.60000,-10.00000,-0.50000,-0.50000,0.00000,10.50000,1.21000,0.00000,7.20000,374.00000,6.00000,20.00000,1.60000,141.00000,0.00000,"85053",1.950,"Contribución Técnica N° 14. Datos geoquímicos multielemento y ubicación de sitios de muestreo de sedimentos de corriente, Plan Patagonia Comahue Geológico Minero y CGRA, Hoja 4172-IV San C. de Bariloche, Provincias de Río Negro y del Neuquén, R.","85104",266.00000,-41.997015297999951,-71.134370303999958,,
"771",3PPC,"85002",,-0.20000,5.69000,38.40000,18.00000,268.00000,3.00000,6.00000,27.80000,6.97000,1.40000,21.00000,7.00000,0.00000,10.00000,93.30000,0.70000,2.47000,0.00000,0.00000,4.00000,3.00000,0.00000,-5.00000,2.08000,22.40000,0.00000,0.40000,1.43000,681.00000,51.00000,0.00000,6.00000,17.00000,500.00000,399.00000,158.00000,0.00000,4.70000,8.90000,-3.00000,3.30000,0.00000,0.60000,-0.50000,0.00000,14.30000,0.29000,0.00000,5.00000,156.00000,7.00000,19.30000,3.10000,282.00000,0.00000,"85051",0.575,"Contribución Técnica N° 18. Datos geoquímicos multielemento y ubicación de sitios de muestreo de sedimentos de corriente, Plan Patagonia Comahue Geológico Minero, Hoja 4166-IV Sierra Grande, Provincia de Río Negro, República Argentina. 1999","85104",221.00000,-41.265664608999941,-65.840704597999945,,
"772",7PPC,"85002",,-0.20000,5.99000,18.20000,41.00000,173.00000,5.00000,-5.00000,17.20000,8.94000,17.90000,73.00000,4.00000,0.00000,11.00000,32.20000,0.60000,1.49000,0.00000,0.00000,4.00000,2.00000,0.00000,11.00000,2.93000,37.60000,0.00000,0.40000,0.64000,292.00000,7.00000,0.00000,12.00000,11.00000,550.00000,33.00000,126.00000,0.00000,1.00000,5.40000,-3.00000,5.40000,0.00000,1.10000,1.30000,0.00000,18.40000,0.24000,0.00000,2.40000,84.00000,7.00000,16.70000,1.60000,225.00000,0.00000,"85051",0.953,"Contribución Técnica N° 18. Datos geoquímicos multielemento y ubicación de sitios de muestreo de sedimentos de corriente, Plan Patagonia Comahue Geológico Minero, Hoja 4166-IV Sierra Grande, Provincia de Río Negro, República Argentina. 1999","85104",119.00000,-41.268634602999953,-65.833417840999971,,
"773",22PPC,"85002",,-0.20000,7.37000,4.20000,2.00000,76.00000,2.00000,16.00000,36.20000,1.82000,0.80000,30.00000,10.00000,0.00000,7.00000,35.70000,0.50000,2.94000,0.00000,0.00000,3.00000,-1.00000,0.00000,-5.00000,2.47000,21.30000,0.00000,-0.05000,1.31000,968.00000,7.00000,0.00000,11.00000,22.00000,650.00000,74.00000,114.00000,0.00000,0.30000,11.20000,-3.00000,0.50000,0.00000,0.80000,1.20000,0.00000,10.20000,0.47000,0.00000,2.60000,97.00000,-1.00000,20.20000,2.20000,166.00000,0.00000,"85051",1.585,"Contribución Técnica N° 18. Datos geoquímicos multielemento y ubicación de sitios de muestreo de sedimentos de corriente, Plan Patagonia Comahue Geológico Minero, Hoja 4166-IV Sierra Grande, Provincia de Río Negro, República Argentina. 1999","85104",234.00000,-41.278122324999970,-65.819847044999960,,
